Core0_Power(W), Core1_Power(W), Core2_Power(W), Core3_Power(W), Core4_Power(W), Core5_Power(W), Core6_Power(W), Core7_Power(W), Core8_Power(W), Core9_Power(W), Core10_Power(W), Core11_Power(W), Core12_Power(W), Core13_Power(W), Core14_Power(W), Core15_Power(W), Core_power_sum(W), CPU_power(W), CPU_usage(%), Time(s)
5.78426, 5.91653, 5.39944, 6.08983, 6.46698, 5.87566, 5.6723, 5.97202, 5.7592, 5.73672, 6.60205, 6.03589, 6.22928, 6.33591, 6.35681, 6.00992, 96.2428, 134.904, 48.000000, 193.197042
4.50377, 4.77203, 5.54965, 4.70628, 5.29996, 5.57314, 5.5265, 6.15825, 5.39075, 5.16115, 5.6925, 5.58672, 5.97183, 6.10611, 5.69241, 5.67932, 87.3704, 125.903, 44.000000, 194.198046
5.20801, 5.18787, 5.14941, 4.91286, 4.58881, 5.73129, 4.94064, 5.1991, 4.44969, 4.34459, 4.5425, 4.94228, 6.24231, 5.20587, 5.07773, 4.87759, 80.6005, 118.612, 40.000000, 195.199181
5.28082, 4.97693, 4.55255, 5.34056, 3.46935, 3.72351, 3.99628, 3.3374, 4.8678, 4.13516, 4.65599, 4.90379, 5.64565, 7.466, 4.64389, 3.9222, 74.9179, 111.658, 34.000000, 196.200282
4.88434, 4.71191, 5.13628, 4.5565, 4.64174, 4.66133, 5.24318, 4.67851, 5.11389, 5.11514, 6.09317, 5.46803, 5.6734, 6.12187, 6.06125, 5.26822, 83.4288, 120.65, 40.000000, 197.201371
3.8542, 3.91914, 4.60632, 4.52945, 3.83678, 3.70667, 4.78603, 3.7644, 4.29124, 4.42732, 5.15109, 4.38797, 4.98703, 5.60017, 4.21449, 4.54391, 70.6062, 108.293, 32.000000, 198.202425
4.03653, 3.65781, 3.89513, 4.39232, 7.25606, 5.09619, 5.38924, 4.73547, 4.60646, 3.67967, 4.46141, 3.71875, 3.53136, 3.77887, 3.70665, 3.68489, 69.6268, 106.734, 30.000000, 199.203503
5.73843, 5.17276, 5.5547, 5.29617, 5.45712, 5.41293, 5.07863, 7.65077, 5.93307, 5.36452, 5.25395, 5.84055, 5.03856, 5.9265, 5.66805, 5.05588, 89.4426, 126.564, 44.000000, 200.204608
5.62836, 6.46733, 5.52335, 6.01019, 5.96906, 5.93803, 6.35078, 5.7451, 5.51265, 5.63173, 5.74152, 6.16257, 6.49483, 5.83882, 6.10162, 5.60472, 94.7207, 133.408, 49.000000, 201.205597
5.94058, 6.73018, 5.83452, 5.88582, 5.81042, 6.36818, 6.46132, 5.25922, 6.12953, 5.57758, 5.94983, 6.04703, 5.81528, 5.6228, 5.53421, 5.68921, 94.6557, 133.565, 49.000000, 202.206532
6.34543, 6.53165, 6.34424, 5.80206, 5.24568, 5.51944, 5.44606, 5.17397, 6.24512, 6.34071, 6.16013, 6.70518, 6.0269, 5.52142, 5.09914, 5.59882, 94.1059, 132.977, 50.000000, 203.207445
5.69466, 5.53603, 6.21107, 5.95972, 5.94205, 5.61632, 5.82925, 5.70599, 5.66159, 6.05359, 5.62286, 5.98755, 5.72577, 6.35649, 6.26755, 6.06866, 94.2392, 133.066, 48.000000, 204.208394
5.65479, 5.65955, 5.05269, 5.20256, 5.75702, 5.60896, 6.11473, 5.41415, 5.89427, 5.86513, 6.18361, 6.14262, 6.57851, 5.54346, 6.64708, 5.70197, 93.0211, 131.771, 47.000000, 205.209480
5.80542, 7.11398, 5.5681, 5.93791, 5.77808, 5.55899, 5.45787, 5.55362, 5.85428, 6.26665, 6.29926, 5.67181, 5.93887, 5.50217, 6.44536, 6.18143, 94.9338, 133.797, 49.000000, 206.210496
5.88809, 5.79698, 5.35933, 5.33893, 5.33337, 5.61267, 5.5529, 5.71437, 6.26736, 7.0134, 6.26936, 5.97719, 5.99437, 5.8307, 6.08, 6.49179, 94.5208, 133.431, 48.000000, 207.211480
5.98317, 5.74037, 5.9579, 6.11696, 5.813, 5.16354, 5.1252, 4.98299, 5.56335, 5.1313, 5.69788, 5.55847, 5.40721, 5.48546, 6.38614, 5.33537, 89.4483, 128.327, 46.000000, 208.212602
4.51007, 4.82919, 4.59743, 4.63722, 4.55949, 4.82692, 4.81572, 4.91539, 4.52281, 4.39597, 4.2626, 4.47511, 4.42056, 5.30385, 4.86189, 4.8062, 74.7404, 112.169, 36.000000, 209.213486
4.49834, 4.80067, 3.8822, 4.04428, 4.62575, 5.10217, 4.63272, 4.78705, 4.83615, 4.86421, 4.90775, 5.82802, 6.16922, 5.53789, 5.78812, 4.95528, 79.2598, 117.065, 38.000000, 210.214433
3.11349, 3.95705, 5.19624, 3.105, 3.15077, 3.54106, 3.82072, 3.79436, 3.60303, 4.77496, 3.95226, 3.34885, 4.41479, 4.61104, 4.39937, 4.20734, 62.9903, 100.373, 28.000000, 211.215498
4.45703, 4.71098, 5.85608, 4.8848, 4.22038, 5.45531, 5.09297, 6.31911, 5.16902, 4.85988, 4.33821, 4.82812, 5.25806, 5.22174, 5.02332, 4.84586, 80.5409, 117.302, 37.000000, 212.216429
4.79922, 4.19551, 4.57588, 4.04475, 5.3613, 6.22165, 7.24855, 6.41801, 7.08167, 5.20193, 4.51205, 5.75391, 5.79259, 4.86595, 4.78661, 4.86372, 85.7233, 122.671, 41.000000, 213.217354
4.89186, 4.29715, 4.48094, 4.45, 5.55717, 5.68488, 5.2462, 4.95903, 4.51219, 5.26039, 4.34673, 5.42638, 5.30632, 5.40717, 5.12361, 6.32773, 81.2777, 119.191, 38.000000, 214.218264
4.75826, 4.22458, 4.88052, 4.55136, 5.12517, 5.20551, 4.93059, 4.69855, 4.64261, 4.84949, 4.81107, 5.15465, 4.98932, 4.68343, 4.83284, 4.48041, 76.8183, 114.675, 37.000000, 215.219254
4.882, 5.06863, 4.2476, 4.19806, 4.77991, 4.38586, 5.23114, 4.43509, 4.66075, 5.01349, 4.60759, 4.20163, 5.54427, 5.1881, 5.21851, 5.34911, 77.0117, 114.834, 36.000000, 216.220366
5.41408, 5.54503, 6.27055, 5.97725, 6.12532, 5.49078, 5.33701, 5.64223, 5.19905, 5.98605, 4.99715, 5.39816, 5.4787, 5.3246, 5.48242, 5.46358, 89.132, 126.678, 44.000000, 217.221398
5.60556, 5.92531, 5.56319, 6.45279, 7.21939, 6.7269, 6.13234, 6.35695, 5.37518, 5.7079, 5.94121, 5.82027, 7.98012, 5.91827, 5.67613, 5.85855, 98.2601, 136.212, 49.000000, 218.222246
5.43544, 6.20531, 5.46457, 5.68861, 6.18938, 6.00616, 5.94247, 5.96304, 5.52444, 5.40974, 5.61473, 5.69327, 6.2412, 6.36279, 5.93965, 6.1134, 93.7942, 132.636, 48.000000, 219.223158
5.89049, 5.55995, 5.70665, 6.17844, 5.7401, 5.94347, 5.9126, 5.36076, 5.63652, 5.45398, 5.08334, 5.44472, 6.31488, 6.12743, 5.90041, 6.06096, 92.3147, 131.044, 47.000000, 220.224004
4.47614, 5.25638, 4.85699, 5.25485, 4.44901, 4.76575, 5.00368, 4.81035, 4.13345, 4.32234, 4.35397, 5.19299, 4.20996, 4.72191, 4.94568, 4.94412, 75.6976, 113.421, 37.000000, 221.224951
4.80678, 4.33104, 4.96159, 5.74988, 4.88428, 4.91087, 5.65575, 5.29344, 5.19916, 5.25529, 4.95494, 5.15382, 4.89703, 5.15327, 5.03673, 4.82492, 81.0688, 118.478, 40.000000, 222.225910
4.68501, 4.4095, 5.52818, 4.97107, 4.92978, 5.13441, 4.73868, 4.77562, 4.89067, 5.16119, 4.72235, 4.71588, 4.84898, 6.08661, 4.67337, 4.78539, 79.0567, 117.151, 39.000000, 223.226844
4.03673, 4.00052, 4.65007, 4.99434, 5.92442, 5.20728, 4.8933, 5.7175, 4.25475, 4.22163, 4.4095, 5.19139, 7.00412, 5.18721, 4.52988, 4.17926, 78.4019, 116.022, 37.000000, 224.227778
5.46255, 4.72054, 4.6768, 5.28499, 4.74637, 5.35036, 5.10333, 4.8951, 5.26239, 5.67284, 5.15544, 5.04924, 6.56213, 5.53, 5.30299, 5.57391, 84.349, 122.021, 42.000000, 225.228693
4.76309, 4.33081, 5.211, 5.24431, 5.47617, 5.79863, 5.22958, 5.53462, 4.78265, 5.13213, 5.26468, 4.74686, 5.31564, 4.78278, 5.64157, 5.02481, 82.2793, 120.467, 41.000000, 226.229614
5.02689, 5.15405, 5.08337, 5.74814, 5.29901, 5.69951, 5.30054, 5.25739, 4.71739, 5.31117, 5.68033, 5.07811, 5.95035, 5.40463, 6.41048, 6.04121, 87.1626, 125.434, 42.000000, 227.230577
5.75632, 5.92354, 5.43706, 4.90115, 4.43945, 4.77365, 4.76129, 4.75679, 4.5856, 5.53889, 4.71106, 4.90976, 5.0661, 4.74802, 5.0336, 4.92244, 80.2647, 118.447, 40.000000, 228.231608
4.47972, 4.59138, 4.91583, 4.90852, 5.96057, 5.47597, 4.9501, 4.92468, 5.57352, 5.31767, 5.66154, 4.50008, 5.03357, 4.95375, 5.03485, 4.694, 80.9758, 119.09, 39.000000, 229.232602
4.64227, 3.76917, 3.83806, 4.45927, 4.28743, 4.77219, 5.06189, 4.89, 7.37216, 5.21094, 4.8654, 5.62599, 4.34834, 4.52002, 4.79616, 4.3096, 76.7689, 114.203, 36.000000, 230.233477
5.89864, 5.85326, 5.76865, 5.7388, 6.09428, 6.29182, 5.93402, 6.03468, 5.87117, 5.60915, 5.65974, 5.98872, 6.12059, 5.80042, 5.80888, 5.53673, 94.0096, 131.96, 48.000000, 231.234366
