Core0_Power(W), Core1_Power(W), Core2_Power(W), Core3_Power(W), Core4_Power(W), Core5_Power(W), Core6_Power(W), Core7_Power(W), Core8_Power(W), Core9_Power(W), Core10_Power(W), Core11_Power(W), Core12_Power(W), Core13_Power(W), Core14_Power(W), Core15_Power(W), Core_power_sum(W), CPU_power(W), CPU_usage(%), Time(s)
3.62624, 3.18668, 3.83337, 3.42715, 3.2834, 3.18854, 3.1924, 3.88242, 4.14409, 3.46843, 3.81633, 3.97763, 3.76114, 3.04106, 3.78589, 3.46187, 57.0766, 90.3399, 26.000000, 229.224745
2.11894, 3.76704, 2.86139, 3.46617, 3.72809, 3.68907, 3.71506, 3.52658, 3.57928, 3.42513, 3.35011, 3.3596, 3.85153, 4.37282, 4.29175, 4.1965, 57.2991, 90.6154, 26.000000, 230.225619
3.26984, 4.18358, 3.55882, 4.44417, 3.66536, 3.39226, 3.41954, 3.59105, 3.24187, 3.43501, 3.31313, 3.05035, 3.53241, 3.27943, 3.61343, 3.51372, 56.504, 89.7697, 26.000000, 231.226516
4.1002, 3.40909, 3.1624, 3.83923, 3.49857, 3.23842, 3.20789, 3.58365, 3.65868, 3.44527, 3.53824, 4.56641, 3.37007, 3.39722, 3.46915, 3.44949, 56.934, 90.1987, 25.000000, 232.227394
3.48628, 3.81186, 3.80809, 3.34, 3.03786, 3.26379, 3.55783, 3.42131, 3.40382, 3.98245, 3.27655, 3.49677, 3.01517, 4.50023, 3.46248, 4.56409, 57.4286, 90.7371, 26.000000, 233.228321
3.48351, 3.28114, 3.41545, 3.16719, 4.26955, 4.3318, 4.46143, 4.40656, 3.50162, 3.98065, 3.31139, 3.19675, 2.65311, 2.94109, 3.42426, 2.894, 56.7195, 90.0079, 25.000000, 234.229339
3.29456, 3.44139, 3.02666, 2.91594, 3.17496, 3.12532, 3.24707, 3.27115, 4.20863, 3.72488, 4.07059, 3.246, 3.88986, 3.88747, 4.21504, 4.13622, 56.8757, 90.2272, 25.000000, 235.230218
3.35666, 3.71658, 4.65833, 2.90623, 3.70341, 3.14062, 3.79767, 3.21103, 3.20389, 3.29817, 3.54889, 3.79529, 3.77231, 3.69411, 3.16832, 3.59149, 56.563, 89.7295, 26.000000, 236.231008
3.43375, 3.16609, 3.85037, 4.47679, 3.82024, 3.21669, 2.99013, 3.03886, 3.38159, 3.08382, 3.42162, 3.3542, 3.33235, 3.31836, 3.81638, 3.67479, 55.376, 88.6181, 25.000000, 237.232020
4.12039, 3.44208, 2.59703, 2.08615, 1.84807, 1.51823, 3.29324, 2.95514, 2.30026, 1.84125, 1.64127, 1.87634, 2.43976, 1.93942, 2.60991, 2.44418, 38.9527, 71.3172, 16.000000, 238.233167
1.89922, 1.96284, 1.875, 2.08275, 2.66823, 2.50945, 2.88713, 2.64229, 2.58342, 3.08861, 2.94405, 3.01729, 1.73631, 3.16164, 1.16606, 1.93976, 38.164, 70.267, 16.000000, 239.234251
1.15559, 1.69162, 3.15909, 2.2312, 3.03384, 2.05551, 2.31804, 2.78061, 3.71475, 3.5694, 3.19734, 3.04863, 1.8974, 3.67372, 2.769, 2.52893, 42.8247, 74.921, 18.000000, 240.235349
3.43065, 1.97644, 1.50465, 2.54172, 4.30486, 1.7572, 2.58864, 3.69991, 2.17033, 1.50714, 1.57327, 1.7403, 2.77274, 2.18828, 2.51788, 1.44377, 37.7178, 69.4143, 13.000000, 241.236288
3.14232, 3.58807, 3.12808, 3.17616, 3.06705, 3.00932, 3.10121, 4.66101, 3.13716, 3.10651, 3.8642, 3.10779, 3.82439, 3.4153, 2.96353, 3.09131, 53.3834, 85.5957, 24.000000, 242.237170
2.40498, 4.51784, 2.04398, 3.84698, 2.68738, 2.85312, 3.41367, 3.19647, 2.71227, 2.85907, 3.31766, 3.17845, 2.86885, 3.00768, 3.51369, 3.02034, 49.4424, 82.3976, 21.000000, 243.238154
2.63518, 3.7308, 2.58978, 3.05524, 3.79527, 2.69629, 2.72003, 2.83028, 3.31143, 3.48131, 2.98891, 2.85152, 4.75662, 4.41621, 2.93282, 3.20819, 51.9999, 84.1974, 21.000000, 244.239028
3.42255, 3.90503, 3.61148, 3.57864, 3.92903, 4.20842, 4.11993, 4.35501, 3.72556, 4.01366, 3.78477, 4.24818, 4.88708, 6.04004, 4.03418, 4.33376, 66.1973, 98.7387, 33.000000, 245.239938
3.25615, 3.68205, 2.76292, 3.97446, 3.37697, 4.11127, 3.61923, 3.56133, 3.46675, 3.90111, 3.71939, 3.65692, 3.33022, 3.32413, 3.55219, 3.86276, 57.1578, 90.4905, 26.000000, 246.240814
