Number of GPUs 4
Time, device, gpu_util(%), gpu_mem(%), memory_used/total(Mib), power_current/limit(W), temperature(C), Frequency(MHz)
07:06:27.716863, 0, 70, 18, 8377/11019, 106.721/250.0, 65, 1845
07:06:27.719864, 1, 0, 0, 1/11019, 19.226/250.0, 40, 300
07:06:27.723401, 2, 0, 0, 1/11019, 2.641/250.0, 41, 300
07:06:27.726379, 3, 0, 0, 99/11016, 24.319/250.0, 48, 300
07:06:28.729852, 0, 41, 7, 8377/11019, 106.66/250.0, 65, 1845
07:06:28.732584, 1, 0, 0, 1/11019, 19.071/250.0, 40, 300
07:06:28.735539, 2, 0, 0, 1/11019, 2.346/250.0, 41, 300
07:06:28.740010, 3, 0, 0, 99/11016, 24.319/250.0, 48, 300
07:06:29.743734, 0, 64, 9, 8377/11019, 93.686/250.0, 65, 1845
07:06:29.746408, 1, 0, 0, 1/11019, 19.394000000000002/250.0, 40, 300
07:06:29.749353, 2, 0, 0, 1/11019, 1.723/250.0, 41, 300
07:06:29.752345, 3, 0, 0, 99/11016, 24.232/250.0, 48, 300
07:06:30.755595, 0, 22, 3, 8377/11019, 124.33/250.0, 65, 1845
07:06:30.758421, 1, 0, 0, 1/11019, 19.126/250.0, 40, 300
07:06:30.761487, 2, 0, 0, 1/11019, 3.465/250.0, 41, 300
07:06:30.764224, 3, 0, 0, 99/11016, 24.418/250.0, 48, 300
07:06:31.767228, 0, 33, 9, 8377/11019, 124.319/250.0, 65, 1845
07:06:31.770014, 1, 0, 0, 1/11019, 19.056/250.0, 40, 300
07:06:31.773059, 2, 0, 0, 1/11019, 3.036/250.0, 41, 300
07:06:31.776885, 3, 0, 0, 99/11016, 24.353/250.0, 48, 300
07:06:32.780377, 0, 70, 18, 8377/11019, 123.883/250.0, 65, 1845
07:06:32.783166, 1, 0, 0, 1/11019, 19.493000000000002/250.0, 40, 300
07:06:32.786083, 2, 0, 0, 1/11019, 2.922/250.0, 41, 300
07:06:32.788904, 3, 0, 0, 99/11016, 24.424/250.0, 48, 300
07:06:33.792377, 0, 69, 18, 8377/11019, 124.334/250.0, 65, 1845
07:06:33.795235, 1, 0, 0, 1/11019, 19.141000000000002/250.0, 40, 300
07:06:33.798301, 2, 0, 0, 1/11019, 3.134/250.0, 41, 300
07:06:33.801090, 3, 0, 0, 99/11016, 24.642/250.0, 48, 300
07:06:34.804595, 0, 70, 18, 8377/11019, 123.889/250.0, 65, 1845
07:06:34.807442, 1, 0, 0, 1/11019, 18.919/250.0, 40, 300
07:06:34.810152, 2, 0, 0, 1/11019, 3.3200000000000003/250.0, 41, 300
07:06:34.813931, 3, 0, 0, 99/11016, 24.462/250.0, 48, 300
07:06:35.817315, 0, 68, 18, 8377/11019, 123.946/250.0, 65, 1845
07:06:35.820035, 1, 0, 0, 1/11019, 19.038/250.0, 40, 300
07:06:35.823025, 2, 0, 0, 1/11019, 3.665/250.0, 41, 300
07:06:35.825639, 3, 0, 0, 99/11016, 24.143/250.0, 48, 300
07:06:36.829097, 0, 69, 18, 8377/11019, 120.10300000000001/250.0, 65, 1845
07:06:36.831945, 1, 0, 0, 1/11019, 19.163/250.0, 40, 300
07:06:36.835004, 2, 0, 0, 1/11019, 3.568/250.0, 41, 300
07:06:36.837782, 3, 0, 0, 99/11016, 24.244/250.0, 48, 300
07:06:37.841342, 0, 69, 18, 8377/11019, 123.885/250.0, 65, 1845
07:06:37.844086, 1, 0, 0, 1/11019, 18.994/250.0, 40, 300
07:06:37.847247, 2, 0, 0, 1/11019, 3.52/250.0, 41, 300
07:06:37.851499, 3, 0, 0, 99/11016, 24.171/250.0, 48, 300
07:06:38.854931, 0, 70, 18, 8377/11019, 124.021/250.0, 65, 1845
07:06:38.857747, 1, 0, 0, 1/11019, 18.72/250.0, 40, 300
07:06:38.860788, 2, 0, 0, 1/11019, 3.56/250.0, 41, 300
07:06:38.863535, 3, 0, 0, 99/11016, 24.486/250.0, 48, 300
07:06:39.867043, 0, 69, 18, 8377/11019, 123.802/250.0, 65, 1845
07:06:39.869980, 1, 0, 0, 1/11019, 19.103/250.0, 39, 300
07:06:39.872987, 2, 0, 0, 1/11019, 2.595/250.0, 41, 300
07:06:39.875545, 3, 0, 0, 99/11016, 24.701/250.0, 48, 300
07:06:40.879873, 0, 71, 19, 8377/11019, 93.265/250.0, 64, 1845
07:06:40.882833, 1, 0, 0, 1/11019, 19.012/250.0, 39, 300
07:06:40.885914, 2, 0, 0, 1/11019, 2.727/250.0, 41, 300
07:06:40.888735, 3, 0, 0, 99/11016, 24.781/250.0, 48, 300
07:06:41.892476, 0, 33, 8, 8377/11019, 105.879/250.0, 64, 1845
07:06:41.895303, 1, 0, 0, 1/11019, 19.284/250.0, 39, 300
07:06:41.898343, 2, 0, 0, 1/11019, 2.8080000000000003/250.0, 41, 300
07:06:41.901121, 3, 0, 0, 99/11016, 24.67/250.0, 48, 300
07:06:42.905725, 0, 66, 10, 8377/11019, 94.21900000000001/250.0, 64, 1845
07:06:42.908702, 1, 0, 0, 1/11019, 19.183/250.0, 39, 300
07:06:42.911752, 2, 0, 0, 1/11019, 2.427/250.0, 41, 300
07:06:42.914641, 3, 0, 0, 99/11016, 24.64/250.0, 48, 300
07:06:43.918227, 0, 42, 6, 8377/11019, 187.534/250.0, 66, 1845
07:06:43.921053, 1, 0, 0, 1/11019, 18.284/250.0, 39, 300
07:06:43.924079, 2, 0, 0, 1/11019, 5.15/250.0, 41, 300
07:06:43.926756, 3, 0, 0, 99/11016, 24.166/250.0, 48, 300
07:06:44.930419, 0, 67, 38, 8377/11019, 124.539/250.0, 65, 1845
07:06:44.933343, 1, 0, 0, 1/11019, 18.731/250.0, 39, 300
07:06:44.936957, 2, 0, 0, 1/11019, 3.376/250.0, 41, 300
07:06:44.939623, 3, 0, 0, 99/11016, 24.48/250.0, 48, 300
07:06:45.943131, 0, 70, 18, 8377/11019, 124.654/250.0, 65, 1845
07:06:45.945947, 1, 0, 0, 1/11019, 18.888/250.0, 39, 300
07:06:45.948929, 2, 0, 0, 1/11019, 3.281/250.0, 41, 300
07:06:45.951680, 3, 0, 0, 99/11016, 24.41/250.0, 48, 300
07:06:46.955327, 0, 70, 18, 8377/11019, 120.171/250.0, 65, 1845
07:06:46.958083, 1, 0, 0, 1/11019, 19.301000000000002/250.0, 39, 300
07:06:46.961078, 2, 0, 0, 1/11019, 3.369/250.0, 41, 300
07:06:46.963707, 3, 0, 0, 99/11016, 24.309/250.0, 48, 300
07:06:47.967243, 0, 70, 18, 8377/11019, 123.71000000000001/250.0, 65, 1845
07:06:47.970239, 1, 0, 0, 1/11019, 18.961000000000002/250.0, 39, 300
07:06:47.973293, 2, 0, 0, 1/11019, 3.245/250.0, 41, 300
07:06:47.976195, 3, 0, 0, 99/11016, 24.367/250.0, 48, 300
07:06:48.979656, 0, 69, 18, 8377/11019, 124.158/250.0, 64, 1845
07:06:48.982424, 1, 0, 0, 1/11019, 19.067/250.0, 39, 300
07:06:48.985463, 2, 0, 0, 1/11019, 3.681/250.0, 41, 300
07:06:48.988550, 3, 0, 0, 99/11016, 24.377/250.0, 48, 300
07:06:49.991813, 0, 71, 19, 8377/11019, 123.662/250.0, 64, 1845
07:06:49.995132, 1, 0, 0, 1/11019, 18.747/250.0, 39, 300
07:06:49.998287, 2, 0, 0, 1/11019, 3.21/250.0, 41, 300
07:06:50.000901, 3, 0, 0, 99/11016, 24.27/250.0, 48, 300
07:06:51.004301, 0, 69, 18, 8377/11019, 123.822/250.0, 64, 1845
07:06:51.007166, 1, 0, 0, 1/11019, 18.921/250.0, 39, 300
07:06:51.010374, 2, 0, 0, 1/11019, 3.484/250.0, 41, 300
