Number of GPUs 4
Time, device, gpu_util(%), gpu_mem(%), memory_used/total(Mib), power_current/limit(W), temperature(C), Frequency(MHz)
13:27:59.898555, 1, 57, 7, 8377/11019, 85.281/250.0, 52, 1875
13:27:59.900683, 2, 64, 17, 8377/11019, 116.64/250.0, 58, 1845
13:27:59.903448, 3, 0, 0, 98/11016, 23.478/250.0, 46, 300
13:28:00.907649, 0, 68, 15, 8377/11019, 102.348/250.0, 52, 1875
13:28:00.912623, 1, 55, 7, 8377/11019, 92.014/250.0, 52, 1875
13:28:00.917850, 2, 65, 17, 8377/11019, 115.595/250.0, 58, 1845
13:28:00.924219, 3, 0, 0, 98/11016, 23.299/250.0, 46, 300
13:28:01.928241, 0, 68, 16, 8377/11019, 116.924/250.0, 52, 1875
13:28:01.931821, 1, 46, 5, 8377/11019, 79.765/250.0, 52, 1875
13:28:01.934111, 2, 66, 17, 8377/11019, 128.92000000000002/250.0, 59, 1845
13:28:01.936776, 3, 0, 0, 98/11016, 23.426000000000002/250.0, 46, 300
13:28:02.939243, 0, 69, 17, 8377/11019, 116.71000000000001/250.0, 52, 1875
13:28:02.941725, 1, 3, 0, 8377/11019, 85.504/250.0, 52, 1875
13:28:02.945392, 2, 65, 17, 8377/11019, 109.525/250.0, 59, 1845
13:28:02.948044, 3, 0, 0, 98/11016, 23.493000000000002/250.0, 46, 300
13:28:03.951173, 0, 65, 17, 8377/11019, 116.613/250.0, 52, 1875
13:28:03.953766, 1, 47, 9, 8377/11019, 102.852/250.0, 53, 1875
13:28:03.956310, 2, 66, 18, 8377/11019, 129.424/250.0, 58, 1845
13:28:03.961128, 3, 0, 0, 98/11016, 23.775000000000002/250.0, 46, 300
13:28:04.964840, 0, 67, 15, 8377/11019, 117.018/250.0, 52, 1875
13:28:04.967421, 1, 60, 11, 8377/11019, 96.518/250.0, 53, 1875
13:28:04.971552, 2, 64, 17, 8377/11019, 129.304/250.0, 59, 1845
13:28:04.974444, 3, 0, 0, 98/11016, 23.712/250.0, 46, 300
13:28:05.978128, 0, 67, 16, 8377/11019, 117.385/250.0, 52, 1875
13:28:05.980447, 1, 61, 11, 8377/11019, 103.22500000000001/250.0, 53, 1875
13:28:05.983014, 2, 63, 17, 8377/11019, 130.095/250.0, 59, 1845
13:28:05.986319, 3, 0, 0, 98/11016, 23.5/250.0, 46, 300
13:28:06.990419, 0, 68, 15, 8377/11019, 102.861/250.0, 53, 1875
13:28:06.993354, 1, 61, 12, 8377/11019, 102.812/250.0, 53, 1875
13:28:06.996431, 2, 64, 17, 8377/11019, 129.904/250.0, 59, 1845
13:28:06.999627, 3, 0, 0, 98/11016, 23.466/250.0, 46, 300
13:28:08.003006, 0, 68, 16, 8377/11019, 117.387/250.0, 53, 1875
13:28:08.005389, 1, 61, 11, 8377/11019, 103.016/250.0, 53, 1875
13:28:08.007641, 2, 64, 17, 8377/11019, 130.51500000000001/250.0, 59, 1845
13:28:08.010294, 3, 0, 0, 98/11016, 23.418/250.0, 46, 300
13:28:09.013561, 0, 69, 16, 8377/11019, 91.808/250.0, 52, 1875
13:28:09.016259, 1, 63, 12, 8377/11019, 103.589/250.0, 54, 1875
13:28:09.018746, 2, 64, 17, 8377/11019, 86.927/250.0, 59, 1845
13:28:09.021349, 3, 0, 0, 98/11016, 23.833000000000002/250.0, 46, 300
13:28:10.024941, 0, 61, 14, 8377/11019, 99.991/250.0, 53, 1875
13:28:10.027288, 1, 60, 12, 8377/11019, 103.36/250.0, 54, 1875
13:28:10.029618, 2, 54, 14, 8377/11019, 117.16/250.0, 60, 1845
13:28:10.032409, 3, 0, 0, 98/11016, 23.785/250.0, 46, 300
13:28:11.040611, 0, 49, 7, 8377/11019, 100.263/250.0, 53, 1875
